0.024782 0.033476 0.035282 0.077155 0.189253 0.452342 0.197809 0.622330 
0.015583 0.022925 0.023454 0.068178 0.113225 0.265618 0.116159 0.156503 
0.008301 0.013946 0.013287 0.045667 0.066659 0.124198 0.080277 0.105708 
0.006493 0.011163 0.010169 0.031988 0.047488 0.089098 0.045516 0.064669 
0.003750 0.006997 0.005444 0.014474 0.029678 0.052824 0.020459 0.040427 
0.000968 0.002349 0.001510 0.004490 0.006310 0.010717 0.005776 0.009710 
